ADDRESS_DESCRIPTION,CITY,CLEARANCE_DATE,CLEARANCE_DETAIL_STATUS,CLEARANCE_STATUS,CMPD_PATROL_DIVISION,DATE_INCIDENT_BEGAN,DATE_INCIDENT_END,DATE_REPORTED,DIVISION_ID,GlobalID,HIGHEST_NIBRS_CODE,HIGHEST_NIBRS_DESCRIPTION,INCIDENT_REPORT_ID,LATITUDE_PUBLIC,LOCATION,LOCATION_TYPE_DESCRIPTION,LONGITUDE_PUBLIC,NPA,OBJECTID,PLACE_DETAIL_DESCRIPTION,PLACE_TYPE_DESCRIPTION,STATE,X_COORD_PUBLIC,YEAR,Y_COORD_PUBLIC,ZIP,geometry_type,coordinates_lon,coordinates_lat,coordinates_json
Location of occurrence,CHARLOTTE,1606435200000,Cleared by Other Means,Exceptionally Cleared,Steele Creek,1606262400000,,1606262400000,21,{D459E89B-FFD9-4DC8-AE36-5105ED4CABA7},90Z,All Other Offenses,20201125-1724-01,35.107469,9500 SOUTH BV,Indoors,-80.881449,116,4843,ABC/Liquor Store,Retail,NC,1437345,2020,499373,28273,Point,-80.8814489655382,35.107468966889215,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1756771200000,1756771200000,1756771200000,14,{6CE29FA8-31D9-4739-A969-ADB6015A863C},290,Damage/Vandalism Of Property,20250902-1938-01,35.304064,7000 DAVIS FOREST LN,Outdoors,-80.781939,259,4844,Private Residence,Residential,NC,1468385,2025,570362,28262,Point,-80.78193850351946,35.30406421980319,
Location where officer took report,CHARLOTTE,,Open,Open,University City,1554336000000,,1554336000000,14,{5CE4A537-243F-4F7F-A9D7-9807440F36CC},90Z,All Other Offenses,20190404-1557-01,35.307684,300 W W T HARRIS BV,Outdoors,-80.752355,331,4845,Hotel/Motel,Commercial Place,NC,1477233,2019,571522,,Point,-80.75235543195865,35.307683715814186,
Location of occurrence,CHARLOTTE,,Open,Open,North Tryon,1512432000000,1512432000000,1512432000000,07,{5DC2ED2D-6BC6-4282-99F3-0C4FC4636F7D},23C,Shoplifting,20171205-1855-03,35.243837,900 EASTWAY DR,Indoors,-80.780426,10,4846,Gas Station,Retail,NC,1468443,2017,548438,28205,Point,-80.78042625920037,35.24383735002768,
Location of occurrence,CHARLOTTE,,Open,Open,Providence,1695081600000,1695081600000,1695168000000,16,{2F704EE8-AB85-4C23-95A7-C261720BD642},23H,All Other Thefts,20230920-1253-01,35.204113,1000 BLYTHE BV,Indoors,-80.837559,3,4847,Hospital/Medical Facility,Public/Non-Residential,NC,1451120,2023,534294,28203,Point,-80.83755897906379,35.20411342664193,
Location of occurrence,CHARLOTTE,,Open,Open,North,1515715200000,1515715200000,1515715200000,11,{27E37439-CBF1-4927-89D2-658EFFA3C5A7},90Z,All Other Offenses,20180112-2217-01,35.323856,3300 DUNN COMMONS PY,Indoors,-80.952491,109,4848,Private Residence,Residential,NC,1417651,2018,578521,28216,Point,-80.95249143170918,35.323856314129245,
Location of occurrence,CHARLOTTE,,Open,Open,Central,1679616000000,1679875200000,1679961600000,01,{F36D6244-5470-4562-9270-92AA6505829E},290,Damage/Vandalism Of Property,20230328-1748-04,35.227199,100 N TRYON ST,Indoors,-80.843083,476,4849,Hotel/Motel,Commercial Place,NC,1449626,2023,542725,,Point,-80.84308348073665,35.227198988510914,
Location of occurrence,CHARLOTTE,1528848000000,Cleared by Arrest,Cleared by Arrest,Providence,1528848000000,1528848000000,1528848000000,16,{8EC5B564-8122-4F70-BA99-058E28B6FEF6},23C,Shoplifting,20180613-1822-08,35.173338,2900 SELWYN AV,Indoors,-80.840386,392,4850,Gas Station,Retail,NC,1450068,2018,523111,,Point,-80.84038608918553,35.173337793035486,
Location of occurrence,CHARLOTTE,,Open,Open,North,1759190400000,1759190400000,1759190400000,11,{EE3470DF-4EC6-4FD8-A887-A475B65FFBFE},13B,Simple Assault,20250930-2054-01,35.30906,600 LONGACRE DR,Other,-80.982779,156,4851,Private Residence,Residential,NC,1408511,2025,573316,28269,Point,-80.98277928818923,35.30905998649328,
Location of occurrence,CHARLOTTE,1678752000000,Cleared by Other Means,Exceptionally Cleared,Westover,1667174400000,,1667174400000,26,{2812DF3D-D3D2-4B46-BF13-71EADD9DA547},899,Other Unlisted Non-Criminal,20221031-1643-00,35.180557,4500 APPLEGATE RD,Outdoors,-80.870865,13,4852,Other - Open Area,Open Area,NC,1441011,2022,525908,28217,Point,-80.87086524448144,35.18055658279568,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1514332800000,1517961600000,1517961600000,21,{56648B30-01BC-4763-ABEE-7F573C144537},90Z,All Other Offenses,20180207-1736-03,35.145325,4200 BRANCH BEND LN,Indoors,-80.969954,313,4853,Apartment/Duplex Private Res,Residential,NC,1411154,2018,513661,28273,Point,-80.9699539587617,35.14532490536788,
Location of occurrence,CHARLOTTE,,Open,Open,North Tryon,1752278400000,,1752278400000,07,{3206ECC2-7841-488A-9B4A-D5680EA38D52},23A,Pocket-Picking,20250712-0434-02,35.261396,4300 PENNY WY,Indoors,-80.794651,371,4854,Apartment/Duplex Private Res,Residential,NC,1464312,2025,554904,,Point,-80.79465134818771,35.261396447158624,
Location of occurrence,CHARLOTTE,1633305600000,Cleared by Other Means,Exceptionally Cleared,Metro,1632355200000,1632355200000,1632441600000,02,{440D3DF8-9690-4DC6-9035-33077A6B66F0},99Z,Affray,20210924-1311-07,35.23235,2400 BELFAST DR,Outdoors,-80.892473,124,4855,Bus - School Bus,Commercial Place,NC,1434915,2021,544877,28208,Point,-80.89247302756797,35.23235044380537,
Location of occurrence,CHARLOTTE,,Open,Open,Westover,1694131200000,1694217600000,1694217600000,26,{3ACF4CFC-6411-45D4-B1D4-4D885CF5850C},240,Motor Vehicle Theft,20230909-0749-02,35.184079,5100 MILTON BELT RD,Parking Lot,-80.901374,178,4856,Apartment/Duplex Private Res,Residential,NC,1431921,2023,527363,,Point,-80.90137420066422,35.184079225588704,
Location of occurrence,CHARLOTTE,1753833600000,Victim Chose not to Prosecute,Exceptionally Cleared,University City,1753488000000,1753488000000,1753488000000,14,{EB21A31E-DB12-432A-B09A-4DF301EBED57},13B,Simple Assault,20250726-2106-01,35.344298,10500 PARKHOUSE LN,Indoors,-80.769257,154,4857,Apartment/Duplex Private Res,Residential,NC,1472429,2025,584935,28269,Point,-80.76925666491357,35.34429765608642,
Location of occurrence,CHARLOTTE,1509408000000,Unfounded,Unfounded,Central,1506729600000,1506902400000,1508198400000,01,{A56AE5C7-60E1-45D5-B3E9-76A23CEC05D3},23H,All Other Thefts,20171017-1653-03,35.219575,1200 ARMORY DR,Outdoors,-80.82903,367,4858,Other - Commercial Place,Commercial Place,NC,1453771,2017,539873,28204,Point,-80.82902997592133,35.219574607308324,
Location of occurrence,CHARLOTTE,,Open,Open,Central,1717718400000,1717718400000,1717718400000,01,{407BE65D-05EA-4C4C-A700-EF3C11FB610C},23F,Theft From Motor Vehicle,20240607-2247-00,35.225846,200 W MARTIN LUTHER KING JR BV,Parking Lot,-80.847447,476,4859,Apartment/Duplex Private Res,Residential,NC,1448314,2024,542257,28202,Point,-80.84744690846783,35.225846295366615,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1639440000000,1639440000000,1639440000000,21,{E99754FF-D6D4-4D87-A91F-FB4BA615754E},240,Motor Vehicle Theft,20211214-1544-03,35.155127,10700 MOUNTAIN SPRINGS DR,Outdoors,-80.986772,203,4860,Private Residence,Residential,NC,1406199,2021,517328,,Point,-80.98677174006308,35.15512740627711,
Location where officer took report,CHARLOTTE,1524528000000,Cleared by Arrest,Cleared by Arrest,Metro,1521417600000,1521676800000,1521676800000,02,{2D2E2EB3-C1AE-425E-BEE6-7B5913FA8922},90Z,All Other Offenses,20180322-0823-00,35.2594,1900 NEWCASTLE ST,Indoors,-80.843025,311,4861,School - Primary or Secondary,Public/Non-Residential,NC,1449861,2018,554442,,Point,-80.84302509156572,35.259399780601036,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1731542400000,1731628800000,1731628800000,21,{ABB70229-C572-4868-A88E-614F8643884C},23F,Theft From Motor Vehicle,20241115-0757-00,35.134599,200 BAALMAN LN,Parking Lot,-80.895878,94,4862,Apartment/Duplex Private Res,Residential,NC,1433219,2024,509327,28273,Point,-80.8958780637352,35.13459904500981,
Location of occurrence,CHARLOTTE,,Open,Open,Westover,1699574400000,1699660800000,1699660800000,26,{2D0E9A90-4C2B-4E36-A932-6750DEC1234C},220,Burglary/B&E,20231111-1104-00,35.205968,3100 REVOLUTION PARK DR,Indoors,-80.882418,30,4863,Private Residence,Residential,NC,1437735,2023,535220,28217,Point,-80.88241789943562,35.20596828109427,
Location of occurrence,CHARLOTTE,1707264000000,"Cleared, Pending Arrest Validation",Open,Steele Creek,1707177600000,1707177600000,1707177600000,21,{B64D014F-9CF4-4D88-B695-1A5DD0289F09},23C,Shoplifting,20240206-1043-04,35.151169,7500 S TRYON ST,Indoors,-80.924508,96,4864,Beauty Salon/Barber Shop,Commercial Place,NC,1424778,2024,515521,,Point,-80.92450774102139,35.15116889689916,
Location of occurrence,CHARLOTTE,1743811200000,Cleared by Other Means,Exceptionally Cleared,Steele Creek,1742428800000,1742428800000,1742428800000,21,{30D31200-B177-4E08-A149-554AB140C316},35A,Drug/Narcotic Violations,20250320-1718-00,35.163738,9300 STEELE CREEK RD,Parking Lot,-80.968619,45,4865,Gas Station,Retail,NC,1411686,2025,520353,,Point,-80.9686185584536,35.163737880009336,
Location of occurrence,CHARLOTTE,1561161600000,Unfounded-Referred to Other Agency,Unfounded,North,1553990400000,1553990400000,1553990400000,11,{BE0F438B-F4DE-4147-A399-D519BFBFA99B},899,Other Unlisted Non-Criminal,20190331-0046-03,35.286523,3600 BARDOT DR,Indoors,-80.872081,158,4866,Private Residence,Residential,NC,1441375,2019,564474,,Point,-80.87208114719435,35.28652308565074,
Location of occurrence,CHARLOTTE,1697414400000,Cleared by Other Means,Exceptionally Cleared,Freedom,1696896000000,,1696896000000,27,{1FCECA42-C76E-44C3-939C-038CF5E28EC0},899,Other Unlisted Non-Criminal,20231010-0240-01,35.24146,10200 OLD DOWD RD,Indoors,-80.997457,35,4867,Factory/Warehouse,Commercial Place,NC,1403638,2023,548806,28214,Point,-80.99745708776415,35.241460288681246,
Location of occurrence,CHARLOTTE,,Open,Open,Hickory Grove,1577836800000,1583798400000,1583798400000,12,{A372A418-2880-4681-86C4-181558ABDB52},23H,All Other Thefts,20200310-1057-01,35.196735,5900 FARM POND LN,Indoors,-80.73942,316,4868,Apartment/Duplex Private Res,Residential,NC,1480384,2020,531081,28214,Point,-80.73942013339733,35.19673514766572,
Location of occurrence,CHARLOTTE,1621987200000,Cleared by Arrest,Cleared by Arrest,North,1618876800000,1618876800000,1618876800000,11,{4D731767-6167-4F27-A8BA-30EBCE37515F},35A,Drug/Narcotic Violations,20210420-1605-00,35.302332,4900 BEATTIES FORD RD,Outdoors,-80.856287,139,4869,Street/Highway,Open Area,NC,1446195,2021,570138,28269,Point,-80.85628689415205,35.30233164883417,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1703030400000,1704412800000,1704412800000,14,{F805B9B2-2166-4673-A743-AD6B3327979C},23F,Theft From Motor Vehicle,20240105-1324-01,35.307164,8100 PIKE RD,Parking Lot,-80.758989,331,4870,Apartment/Duplex Private Res,Residential,NC,1475251,2024,571368,28262,Point,-80.75898871519892,35.3071643382906,
Location of occurrence,CHARLOTTE,,Open,Open,Independence,1564358400000,1564358400000,1564358400000,17,{3C157DBE-465F-48FA-8CA8-29AEA34844B4},90Z,All Other Offenses,20190729-1806-00,35.142688,2200 CORONATION BV,Parking Lot,-80.73103,287,4871,Fitness Center,Commercial Place,NC,1482547,2019,511370,,Point,-80.73103047679697,35.14268753776476,
Location of occurrence,CHARLOTTE,,Open,Open,North,1575072000000,1575072000000,1575072000000,11,{38CD65D7-D401-4C0A-8392-A31D8B74006B},90Z,All Other Offenses,20191130-1910-02,35.36048,12000 ALABASTER CT,Indoors,-80.796577,251,4872,Private Residence,Residential,NC,1464390,2019,590970,,Point,-80.796576572168,35.36048011136389,
Location of occurrence,CHARLOTTE,,Open,Open,Eastway,1675900800000,,1675900800000,06,{EB7091B8-E8A2-43B0-8208-38644FB80EA1},120,Robbery,20230209-0322-01,35.206741,3500 TAURUS DR,Parking Lot,-80.759198,164,4873,Apartment/Duplex Private Res,Residential,NC,1474541,2023,534826,28205,Point,-80.75919770501662,35.20674071455752,
Location of occurrence,CHARLOTTE,1655769600000,Cleared by Other Means,Exceptionally Cleared,North,1653523200000,1653523200000,1653523200000,11,{02B8C5EA-A044-4296-AF8B-EB2A272EF4C9},899,Other Unlisted Non-Criminal,20220526-2137-01,35.335746,5400 MT HOLLY-HUNTERSVILLE RD,Indoors,-80.923878,110,4874,Bar/Tavern/Nightclub,Commercial Place,NC,1426268,2022,582681,,Point,-80.92387803804404,35.33574646824285,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1527552000000,1527638400000,1527638400000,14,{7AD4B001-1450-4E1A-AEE9-E3A8F6F42571},220,Burglary/B&E,20180530-1504-02,35.345213,14300 EVENING FLIGHT LN,Outdoors,-80.724089,336,4875,Private Residence,Residential,NC,1485902,2018,585031,,Point,-80.72408854654503,35.34521270000341,
Location of occurrence,CHARLOTTE,,Open,Open,South,1741996800000,1741996800000,1742083200000,22,{EF3750C4-3ECF-4C60-B2AD-6BD7D0577C63},23H,All Other Thefts,20250316-2048-00,35.05221,14800 BALLANTYNE VILLAGE WY,Outdoors,-80.851274,356,4876,Beauty Salon/Barber Shop,Commercial Place,NC,1445993,2025,479096,28277,Point,-80.85127356599466,35.05220994276435,
Location of occurrence,CHARLOTTE,,Open,Open,Central,1625184000000,1625184000000,1625184000000,01,{6ADF7F28-7187-4FC3-966E-A47BB3CAC7DF},23F,Theft From Motor Vehicle,20210702-1918-00,35.212175,200 W WORTHINGTON AV,Outdoors,-80.860873,388,4877,Street/Highway,Open Area,NC,1444212,2021,537357,28203,Point,-80.86087263311202,35.212174542785505,
Location where officer took report,CHARLOTTE,,Open,Open,Steele Creek,1727049600000,1728518400000,1728518400000,21,{BC01F624-0B4F-4E83-BE3D-4CF9167D5391},23H,All Other Thefts,20241010-1107-00,35.166102,5600 QUERCUS COVE CT,Outdoors,-80.904442,121,4878,Apartment/Duplex Private Res,Residential,NC,1430879,2024,520839,,Point,-80.9044420858585,35.166101707013425,
Location of occurrence,CHARLOTTE,,Open,Open,Westover,1712275200000,1712275200000,1712275200000,26,{F2939485-2A27-477B-9065-CDD66D337E0D},290,Damage/Vandalism Of Property,20240405-0624-00,35.202403,3300 GRIFFITH ST,Outdoors,-80.874722,30,4879,Apartment/Duplex Private Res,Residential,NC,1440009,2024,533879,,Point,-80.87472176889403,35.20240253692191,
Location of occurrence,CHARLOTTE,,Open,Open,North,1720742400000,1720915200000,1720915200000,11,{AA528860-97F1-40AC-8CF7-02D0DB25EB06},240,Motor Vehicle Theft,20240714-1139-01,35.336856,6500 STANTON DR,Parking Lot,-80.850528,207,4880,Apartment/Duplex Private Res,Residential,NC,1448147,2024,582669,28216,Point,-80.8505284355456,35.336856269236996,
Location of occurrence,CHARLOTTE,1538352000000,Cleared by Other Means,Exceptionally Cleared,Hickory Grove,1537056000000,1537056000000,1537056000000,12,{43EE907D-4CFF-4F7C-A04D-42D42B4302DE},899,Other Unlisted Non-Criminal,20180916-1355-00,35.197433,7800 RIDING TRAIL RD,Outdoors,-80.731383,316,4881,School - Primary or Secondary,Public/Non-Residential,NC,1482789,2018,531293,28212,Point,-80.7313833823344,35.19743308253424,
Location of occurrence,CHARLOTTE,1716249600000,Cleared by Other Means,Exceptionally Cleared,Providence,1715731200000,,1715731200000,16,{C65B174F-C6FD-4D26-97F4-37A1FE3622C9},899,Other Unlisted Non-Criminal,20240515-1625-02,35.190028,800 N WENDOVER RD,Indoors,-80.798362,370,4882,Gas Station,Retail,NC,1462734,2024,528954,,Point,-80.7983620086327,35.19002763957906,
Location of occurrence,CHARLOTTE,,Open,Open,North,1647388800000,1647475200000,1647475200000,11,{A8FB10B9-63F3-465D-8989-07AEE492F69E},90Z,All Other Offenses,20220317-1445-03,35.306001,5200 BEATTIES FORD RD,Other,-80.859089,196,4883,Other - Open Area,Open Area,NC,1445384,2022,571489,28216,Point,-80.85908942815077,35.30600135357335,
Location of occurrence,CHARLOTTE,,Open,Open,South,1642204800000,1642204800000,1642291200000,22,{DEA6051F-FFE2-4EBB-A010-122952288307},23G,Theft of Motor Vehicle Parts from Vehicle,20220116-1524-01,35.055579,6400 PROVIDENCE FARM LN,Parking Lot,-80.767908,284,4884,Apartment/Duplex Private Res,Residential,NC,1470960,2022,479867,28277,Point,-80.7679076012945,35.0555785768266,
Location of occurrence,CHARLOTTE,1618876800000,Cleared by Arrest,Cleared by Arrest,Eastway,1618876800000,1618876800000,1618876800000,06,{B13E3C11-1D7F-49F1-96F7-57B6C612A5D5},13B,Simple Assault,20210420-1229-01,35.233821,600 E 19TH ST,Outdoors,-80.820474,37,4885,Other - Open Area,Open Area,NC,1456421,2021,545010,28205,Point,-80.82047393948476,35.233820835342755,
Location of occurrence,CHARLOTTE,1527724800000,Unfounded,Unfounded,North,1524700800000,,1524960000000,11,{26940C02-835C-4C17-916F-F7A937B0DD9E},26A,False Pretenses/Swindle,20180429-1024-03,35.348711,10300 PERIMETER PY,Parking Lot,-80.852549,72,4886,Restaurant/Diner/Coffee Shop,Commercial Place,NC,1447625,2018,586994,28216,Point,-80.85254907221217,35.34871088025719,
Location of occurrence,CHARLOTTE,,Open,Open,South,1508112000000,1508198400000,1508198400000,22,{99526B4B-944D-409F-AE97-C12E236D5768},23F,Theft From Motor Vehicle,20171017-1029-00,35.090492,3100 PLANTATION RD,Outdoors,-80.741007,380,4887,Private Residence,Residential,NC,1479232,2017,492429,28270,Point,-80.74100669252346,35.09049180380819,
Location of occurrence,CHARLOTTE,,Open,Open,Westover,1767484800000,,1767484800000,26,{EFEDAA93-5862-4088-AC7D-F5DD5E4B9933},90Z,All Other Offenses,20260104-2123-01,35.17575,4000 PARK RD,Outdoors,-80.851041,357,4888,Street/Highway,Open Area,NC,1446901,2026,524048,,Point,-80.85104069119893,35.175750150135656,
Location of occurrence,CHARLOTTE,1732406400000,Cleared by Other Means,Exceptionally Cleared,University City,1731801600000,1731888000000,1731801600000,14,{9C3B2DC2-3F44-4B15-B199-25CD167DDED2},899,Other Unlisted Non-Criminal,20241117-2330-03,35.303235,8400 N TRYON ST,Parking Lot,-80.751401,219,4889,Office,Commercial Place,NC,1477489,2024,569898,28262,Point,-80.75140144557004,35.303234668983286,
Location of occurrence,CHARLOTTE,,Open,Open,Airport,1619481600000,1619481600000,1619568000000,28,{C236E772-A359-435A-B4BE-D1E77A0931BB},809,Vehicle Recovery,20210428-1035-02,35.223126,5400 JOSH BIRMINGHAM PY,Parking Deck,-80.946065,122,4890,Air/Bus/Train Terminal,Public/Non-Residential,NC,1418849,2021,541830,28209,Point,-80.94606454299678,35.223126442412884,
Location of occurrence,CHARLOTTE,,Open,Open,Airport,1551830400000,1551830400000,1552089600000,28,{AB844C19-FCB6-4415-B444-D652047BCA47},23H,All Other Thefts,20190309-1143-00,35.223126,5500 JOSH BIRMINGHAM PY,Indoors,-80.946065,122,4891,Air/Bus/Train Terminal,Public/Non-Residential,NC,1418849,2019,541830,28208,Point,-80.94606454299678,35.223126442412884,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1552089600000,1552089600000,1552348800000,14,{04DE6100-2BFE-4A5F-800B-D06CDCC9BB39},23C,Shoplifting,20190312-0713-00,35.295074,1100 CHANCELLOR PARK DR,Indoors,-80.744861,221,4892,Department Store,Retail,NC,1479388,2019,566894,28213,Point,-80.74486054697712,35.295073930126634,
Location of occurrence,CHARLOTTE,1600732800000,Unfounded,Unfounded,University City,1599177600000,,1599177600000,14,{66F2444B-C611-4B53-A905-860753E3A360},899,Other Unlisted Non-Criminal,20200904-2014-03,35.309087,9800 UNIVERSITY CITY BV,Outdoors,-80.71871,60,4893,Apartment/Duplex Private Res,Residential,NC,1487278,2020,571857,28213,Point,-80.71871004956617,35.30908653483965,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1556928000000,,1556928000000,21,{FBF34801-77AF-4B1E-A6D8-E293698713D5},290,Damage/Vandalism Of Property,20190504-1214-02,35.11521,600 WESTINGHOUSE BV,Outdoors,-80.924923,285,4894,Street/Highway,Open Area,NC,1424400,2019,502439,28273,Point,-80.92492349860127,35.11521002586908,
Location of occurrence,CHARLOTTE,,Open,Open,North Tryon,1488153600000,,1488153600000,07,{B6CB2BC4-FC77-4B9D-9F51-F22FE094228C},13B,Simple Assault,20170227-0636-01,35.243092,1600 JAKOBSON DR,Indoors,-80.771858,40,4895,Private Residence,Residential,NC,1470996,2017,548121,,Point,-80.77185797106618,35.24309198239419,
Location of occurrence,CHARLOTTE,,Open,Open,Providence,1643155200000,1643155200000,1643155200000,16,{C0BF2614-2A89-4EC7-843F-92AA4131D1F9},23G,Theft of Motor Vehicle Parts from Vehicle,20220126-1506-05,35.21087,300 EAST BV,Parking Lot,-80.85654,3,4896,Other - Commercial Place,Commercial Place,NC,1445497,2022,536858,28203,Point,-80.85653999778523,35.210869798132165,
Location of occurrence,CHARLOTTE,,Open,Open,Central,1700092800000,1700179200000,1700179200000,01,{0E307369-4C92-46ED-9009-F84D07E755E2},23F,Theft From Motor Vehicle,20231117-0807-02,35.217406,1500 SOUTHWOOD AV,Outdoors,-80.860021,339,4897,Private Residence,Residential,NC,1444502,2023,539256,28203,Point,-80.86002101092102,35.21740639293946,
Location of occurrence,CHARLOTTE,,Open,Open,Airport,1755648000000,,1755648000000,28,{D7F9A7D9-5FBA-4248-8F25-704FD7A0519A},13A,Aggravated Assault,20250820-0158-00,35.191793,8600 BYRUM DR,Outdoors,-80.949186,122,4898,Construction Site,Open Area,NC,1417693,2025,530447,,Point,-80.94918622630114,35.19179333748091,
